Player,Original_Position,AI_Top_Positions,Adaptability_Score
G. Trauner,CB,"CB, CM, CDM, LB, RB",1
Saberto Botelho,CDM,"CDM, CB, RB, LB, CAM",1
R. Rojas,CB,"CB, RB, LB, CM, CDM",1
W. González,ST,"ST, CB, CAM, CF, CM",1
E. Perlaza,RB,"RB, LB, CB, CDM, RM",0
A. Nukan,CB,"CB, CM, CAM, CDM, CF",1
M. Madl,CB,"CB, CDM, CM, LB, RB",1
M. Chanot,CB,"CB, CAM, CDM, CF, CM",1
J. Velázquez,CB,"CB, LB, CAM, CDM, CF",1
A. Schiavone,CM,"CM, CDM, LB, CB, CAM",1
D. Zbozień,RB,"RB, LB, CB, CDM, CM",0
Roderick Miranda,CB,"CB, CDM, CAM, CF, CM",1
Adeilson Gesser,CAM,"CAM, RM, ST, LM, LW",1
J. Quiñones,CB,"CB, CAM, CDM, CF, CM",1
Dani Jiménez,GK,"GK, LB, CAM, CDM, CB",1
B. Salamon,CB,"CB, CDM, CAM, CF, CM",1
G. Achilier,CB,"CB, CAM, CDM, CF, CM",1
Guilherme Sityá,LB,"LB, RB, CM, CB, CDM",1
T. Darikwa,RB,"RB, LB, CDM, CM, CB",1
T. Ream,CB,"CB, LB, CDM, RB, CM",1
S. Torrico,GK,"GK, CB, CAM, CDM, CF",1
L. Capezzi,CM,"CM, CDM, LB, LM, CAM",1
Y. Andreu,LB,"LB, RB, CB, CDM, CAM",1
Garrido,CDM,"CDM, CB, CM, LB, ST",1
Suso Santana,RM,"RM, LM, CM, CAM, RB",1
K. Nakamura,GK,"GK, CB, CAM, CDM, CF",1
A. Abrashi,CDM,"CDM, CM, RB, CB, LB",1
C. Wickham,ST,"ST, RM, CAM, CF, CM",1
A. Diallo,GK,"GK, CB, CAM, CDM, CF",1
I. Canuto,CB,"CB, CDM, LB, CM, CAM",1
J. El Yamiq,CB,"CB, LB, RB, CDM, CF",1
C. Stanković,GK,"GK, CB, CAM, CDM, CF",1
H. González,GK,"GK, CB, CAM, CDM, CF",1
A. Milošević,CB,"CB, CDM, RB, CM, CAM",1
V. Osimhen,ST,"ST, CB, CAM, CF, CM",1
M. Korhut,LB,"LB, RB, CDM, CB, CAM",1
A. Giannou,ST,"ST, LM, CAM, CF, CM",1
J. Mattheij,CB,"CB, CAM, CDM, CF, CM",1
Paulinho,RM,"RM, CAM, LM, ST, LW",1
Sandro Manoel,CDM,"CDM, LB, CB, CM, RB",1
M. Bjärsmyr,CB,"CB, LB, CAM, CDM, CF",1
J. Marriott,ST,"ST, RM, CAM, CF, CM",1
Welinton,CB,"CB, CDM, LB, ST, RB",1
J. Šimunović,CB,"CB, RB, CAM, CF, CM",1
E. Horvath,GK,"GK, CB, CAM, CDM, CF",1
J. Duque,ST,"ST, CB, CAM, CF, CM",1
S. Malezas,CB,"CB, CAM, CDM, CF, CM",1
Zheng Zhi,CDM,"CDM, CM, CB, LB, RB",1
F. Fragapane,LM,"CAM, RM, LM, RW, CM",0
D. Muñoz,RB,"RB, LB, CB, ST, CM",1
E. Bergström,CB,"CB, CAM, CDM, CF, CM",1
C. Ikonomidis,LW,"RM, CAM, CM, LM, ST",0
M. Hassen,GK,"GK, CB, CAM, CDM, CF",1
Felipe,CB,"CB, CAM, CDM, CF, CM",1
Y. Toyokawa,ST,"ST, RM, LW, LM, CAM",1
João Afonso,CB,"CB, CAM, CDM, CF, CM",1
A. Cadavid,CB,"CB, CAM, CDM, CF, CM",1
U. Đerić,ST,"ST, RM, CB, CF, CM",1
E. Muñoz,CB,"CB, CAM, CDM, CF, CM",1
C. Jerome,ST,"ST, CM, CB, CDM, CF",1
Yun Young Sun,CB,"CB, CM, LB, CDM, RB",1
D. Polenta,CB,"CB, CDM, CAM, CF, CM",1
L. Fuentes,LB,"LB, RB, CDM, CB, CM",1
L. Kleinheisler,CAM,"CAM, CM, CDM, LB, LM",1
V. Milinković-Savić,GK,"GK, RM, CB, ST, CF",1
A. Galabinov,ST,"ST, CB, CAM, CF, CM",1
F. Wiedwald,GK,"GK, CB, CAM, CDM, CF",1
K. Steppe,GK,"GK, CB, CAM, CDM, CF",1
Afonso Figueiredo,LB,"LB, RB, CM, CDM, CB",1
T. Pledl,RM,"RM, LM, CM, LB, LW",1
K. Coulibaly,ST,"ST, LM, CAM, CF, CM",1
Rúben Micael,CM,"CM, CAM, RM, LM, ST",1
Tiago Pombeira,CAM,"CAM, LM, RM, RW, CF",1
P. Gollini,GK,"GK, CB, CAM, CDM, CF",1
J. Mensah,CB,"CB, CAM, CDM, CF, CM",1
A. Henríquez,CB,"CB, CAM, CDM, CF, CM",1
M. Capuano,CB,"CB, CDM, LB, CAM, CF",1
M. Coda,ST,"ST, CAM, CB, CF, CM",1
André Pereira,ST,"ST, CB, CAM, CF, CM",1
J. Larsson,RB,"RB, CM, LB, CDM, CAM",1
E. Finlay,RM,"RM, ST, LM, LW, CAM",1
F. Tomori,CB,"CB, LB, RB, CDM, CAM",1
M. Bianchetti,CB,"CB, CAM, CDM, CF, CM",1
Koo Ja Ryong,CB,"CB, CDM, CAM, CF, CM",1
U. Radaković,CB,"CB, CAM, CDM, CF, CM",1
Dani Calvo,CB,"CB, CAM, CDM, CF, CM",1
U. Bulut,ST,"ST, RM, CAM, CF, CM",1
Diego Galo,CB,"CB, CAM, CDM, CF, CM",1
E. Kachunga,RM,"RM, ST, CAM, CF, CM",1
F. Barrientos,CM,"CM, LB, CDM, RB, LM",1
Pedro López,RB,"LB, RB, CDM, CM, CB",0
R. Philippoteaux,LM,"LM, CAM, RM, CM, ST",1
R. Himmelmann,GK,"GK, CB, CAM, CDM, CF",1
R. Gestede,ST,"ST, CB, CAM, CF, CM",1
M. Kramer,ST,"ST, CB, CAM, CF, CM",1
R. Benzar,RB,"RB, LB, CB, CM, CDM",1
Heitor Gesse,LB,"LB, RB, CM, CB, RM",1
Léo Jardim,GK,"GK, CB, CAM, CDM, CF",1
G. Kvilitaia,ST,"ST, RM, LM, CF, CAM",1
R. Strieder,CDM,"CDM, CM, RB, CB, LB",1
C. Puggioni,GK,"GK, CB, CAM, CDM, CF",1
A. Cole,LB,"LB, RB, CDM, CM, CB",0
D. Kolovetsios,CB,"CB, CDM, CM, CAM, CF",1
B. Davies,CB,"CB, RB, LB, CDM, CAM",1
I. Pettersson,GK,"GK, CB, CAM, CDM, CF",1
S. Silva,ST,"ST, CDM, CAM, CF, CM",1
F. Chalov,ST,"ST, RM, CAM, RW, LM",1
S. Grippo,CB,"CB, CDM, CM, RB, CAM",1
G. Bellusci,CB,"CB, CDM, CM, LB, RB",1
O. Hawsawi,CB,"CB, LB, CDM, RB, CAM",1
A. Luci,CM,"CM, CDM, LB, RB, CB",1
Lyanco,CB,"CB, CAM, CDM, CF, CM",1
J. Ruddy,GK,"GK, CB, CAM, CDM, CF",1
M. Pavone,ST,"ST, CB, CAM, CF, CM",1
L. Albertengo,ST,"ST, CB, CAM, CF, CM",1
M. Makuszewski,RM,"RM, LM, ST, LW, CAM",1
A. Nahuelpan,ST,"ST, LM, CAM, CF, CM",1
T. Knipping,CB,"CB, CAM, CDM, CF, CM",1
M. Morishige,CB,"CB, CDM, CM, RB, LB",0
A. Cordaz,GK,"GK, CB, CAM, CDM, CF",1
Jordi Calavera,RB,"RB, LB, CDM, CM, CB",0
Sergio Herrera,GK,"GK, CB, CAM, CDM, CF",1
O. Skúlason,CDM,"CDM, CB, CM, RB, LB",1
S. Šćepović,ST,"ST, CB, CAM, CF, CM",1
Allison Sireo,CB,"CB, RB, LB, CDM, CF",1
Sivera,GK,"GK, CB, CAM, CDM, CF",1
A. Trondsen,CM,"CM, LB, CAM, RB, LM",1
Vágner Corraldo,LB,"LB, RB, CM, CDM, CB",1
C. Menéndez,ST,"ST, CB, CAM, CF, CM",1
L. Immers,CM,"CM, CDM, CB, ST, CAM",1
L. Ariaudo,CB,"CB, CAM, CDM, CF, CM",1
R. Elliot,GK,"GK, CB, CAM, CDM, CF",1
T. Carroll,CM,"CM, CAM, CDM, RM, RWB",1
L. Rosić,CB,"CB, CAM, CDM, CF, CM",1
W. Ángel,CB,"CB, CAM, CDM, CF, CM",1
S. Martinsson Ngouali,CM,"CM, CDM, LB, RB, CB",1
Jorge Teixeira,CB,"CB, CDM, LB, CAM, CF",1
M. Higashiguchi,GK,"GK, CB, CAM, CDM, CF",1
A. Tettey,CDM,"CDM, LB, CM, CB, RB",1
S. Di Carmine,ST,"ST, CB, CAM, CF, CM",1
C. Mulgrew,CB,"CB, CDM, CM, RB, LB",1
L. Ceppitelli,CB,"CB, CAM, CDM, CF, CM",1
A. Williams,CB,"CB, CDM, CM, LB, CAM",1
I. Ávila,ST,"ST, LW, CAM, RW, RM",1
R. Gudiño,GK,"GK, CB, CAM, CDM, CF",1
T. Ben Haim,LM,"LM, RM, ST, LW, CAM",0
N. Jelavić,ST,"ST, LM, CAM, RM, CF",1
A. Ramos,ST,"ST, LW, RM, RB, CAM",1
Y. Namli,RM,"CAM, LM, RM, CM, RW",0
J. Gómez,RB,"RB, LB, CDM, CB, CF",1
Sin Jin Ho,CM,"CM, CDM, RM, CAM, CB",1
R. Kishna,LW,"LW, ST, RM, CAM, LM",1
O. Alderete,CB,"CB, CDM, LB, RB, CM",1
C. Jullien,CB,"CB, CDM, RB, CF, CM",1
C. Trimmel,RB,"RB, LB, CM, CB, LM",1
Feng Xiaoting,CB,"CB, CDM, LB, CM, RB",1
J. Wiland,GK,"GK, CB, CAM, CDM, CF",1
R. Delgado,LB,"LB, RB, CB, CM, CDM",1
I. Runje,CB,"CB, CAM, CDM, CF, CM",1
Sergi Palencia,RB,"RB, LB, CM, CDM, CB",1
J. Cristaldo,ST,"ST, LM, CAM, RW, CF",1
N. Baker,CB,"CB, RB, CAM, CF, CM",1
J. Ikoko,RB,"RB, LB, CDM, CB, CAM",1
B. Linssen,LW,"LW, ST, RM, LM, CAM",1
G. Lajud,GK,"GK, CB, CAM, CDM, CF",1
C. Basham,CB,"CB, CDM, LB, CM, CAM",1
R. Bobadilla,ST,"ST, RM, CAM, CM, LM",1
F. Nita,GK,"GK, CB, CAM, CDM, CF",1
Z. Vanheusden,CB,"CB, CDM, CAM, CF, CM",1
Tiago,CB,"CB, CAM, CDM, CF, CM",1
G. Mancini,CB,"CB, CAM, CDM, CF, CM",1
A. Al Habsi,GK,"GK, CB, CAM, CDM, CF",1
J. Hamad,LM,"LM, CM, CAM, RM, RW",1
M. Oikonomou,CB,"CB, CAM, CDM, CF, CM",1
T. Zengin,GK,"GK, CB, CAM, CDM, CF",1
W. Kanon,CB,"CB, CDM, LB, RB, CAM",1
J. Schieber,ST,"ST, CB, CAM, CF, CM",1
M. Sau,ST,"ST, LM, CAM, RM, LW",1
Thiago Cionek,CB,"CB, CAM, CDM, CF, CM",1
J. Hugill,ST,"ST, CB, CAM, CF, CM",1
P. Da Silva,CB,"CB, CDM, RB, CF, CM",1
Jandrei,GK,"GK, CB, CAM, CDM, CF",1
Jonas Damasto,LB,"LB, RB, CB, CDM, CAM",1
P. Bardsley,RB,"RB, LB, CB, CDM, CM",1
Álex Pérez,CB,"CB, CAM, CDM, CF, CM",1
L. Benito,LB,"RB, LB, CDM, CB, CM",0
A. Abdennour,CB,"CB, CM, RB, CDM, CF",1
R. Sallai,LM,"LM, RM, CAM, CM, LW",1
Ayrton,LB,"LB, RB, CB, CDM, CF",1
Marcão,CB,"CB, CDM, CAM, CF, CM",1
B. Kamara,GK,"GK, CB, CAM, CDM, CF",1
M. Mavraj,CB,"CB, CAM, CDM, CF, CM",1
A. Leya Iseka,ST,"ST, RM, LW, RW, CAM",1
J. Pollersbeck,GK,"GK, CB, CAM, CDM, CF",1
Y. Ayhan,CB,"CB, CAM, CDM, CF, CM",1
A. Brignoli,GK,"GK, CM, CAM, CDM, CB",1
J. Risdon,RB,"RB, LB, CM, CB, CDM",1
Aythami Artiles,CB,"CB, CDM, CM, RB, RW",1
C. Riaño,ST,"ST, RM, CAM, CF, CM",1
S. Bossut,GK,"GK, CB, CAM, CDM, CF",1
C. Terzi,CB,"CB, CDM, RB, LB, CAM",1
J. Jeanvier,CB,"CB, CAM, CDM, CF, CM",1
Martos,CB,"CB, RB, LB, CM, CDM",1
F. Fontanini,CB,"CB, CDM, CM, RB, LB",1
M. Ducksch,ST,"ST, RM, CAM, CF, CM",1
R. Vargas,CAM,"CAM, RM, ST, LW, LM",1
P. Gallese,GK,"GK, CB, CAM, CDM, CF",1
M. Langerak,GK,"GK, CB, CAM, CDM, CF",1
L. Štetina,CB,"CB, CDM, CAM, CF, CM",1
T. Kalas,CB,"CB, RB, CDM, LB, CM",1
M. Günok,GK,"GK, CB, CAM, CDM, CF",1
J. Forlín,CB,"CB, CDM, LB, CM, RB",1
T. Cardona,CB,"CB, CDM, CM, LB, CAM",1
I. Kiese Thelin,ST,"ST, CB, CAM, CF, CM",1
M. Olunga,ST,"ST, CB, CAM, CF, CM",1
B. Petković,ST,"ST, CAM, CM, RM, CF",1
W. Foderingham,GK,"GK, CB, CAM, CDM, CF",1
C. Pinsoglio,GK,"GK, CB, CAM, CDM, CF",1
Josué da Feira,ST,"ST, RW, CAM, LW, LM",1
L. Mabiala,CB,"CB, CDM, RB, CF, CM",1
David Ferreiro,LM,"LM, CAM, RM, LW, ST",1
Walter Silvieiro,ST,"ST, RM, CAM, LB, LM",1
J. Bednarek,CB,"CB, CDM, LB, RB, CAM",1
D. Maresic,CB,"CB, CDM, CAM, CF, CM",1
D. Alar,ST,"ST, RM, CAM, CF, CM",1
C. Santos,ST,"ST, CDM, CAM, RM, LB",1
J. Sala,RB,"RB, LB, CM, CDM, CB",1
J. Rinne,GK,"GK, CB, CAM, CDM, CF",1
S. Scuffet,GK,"GK, CB, CAM, CDM, CF",1
K. Lamprou,GK,"GK, CB, CAM, CDM, CF",1
René,GK,"GK, CB, CAM, CDM, CF",1
M. Schmiedebach,CDM,"LB, RB, CM, CDM, CB",0
Hong Jeong Ho,CB,"CB, CDM, LB, RB, CAM",1
Bracali,GK,"GK, CB, CAM, CDM, CF",1
Mauro Riboas,CAM,"CAM, CM, LW, RM, ST",1
R. Williams,CB,"CB, CDM, RB, LB, CM",1
Charles,GK,"GK, CB, CAM, CDM, CF",1
Nélson Monte,CB,"CB, LB, CAM, CDM, CF",1
N. Powell,CAM,"CAM, ST, CM, RM, LM",1
A. Oukidja,GK,"GK, CB, CAM, CDM, CF",1
A. Silbeira,GK,"GK, CB, CAM, CDM, CF",1
B. Caicedo,LB,"LB, RB, CM, RM, CB",1
J. Okore,CB,"CB, CDM, RB, CM, CAM",1
K. Nordfeldt,GK,"GK, CB, CAM, CDM, CF",1
N. Bertolo,LM,"CAM, ST, LM, RM, CM",0
R. Shawcross,CB,"CB, CAM, CDM, CF, CM",1
S. Longo,ST,"ST, CB, CAM, CF, CM",1
A. Morales,CM,"CM, CDM, RB, LB, CB",1
A. Costa,CB,"CB, CDM, LB, RB, CAM",1
D. Banguero,LB,"LB, RB, CB, CM, CDM",1
R. Zozulya,ST,"ST, LM, RM, CAM, CB",1
A. Matri,ST,"ST, CB, CAM, CF, CM",1
D. Di Gennaro,CM,"CM, CAM, RM, CDM, LB",1
I. Radu,GK,"GK, CB, CAM, CDM, CF",1
E. Ofori,CM,"CM, CDM, LB, RB, CB",1
I. Baldé,ST,"ST, CB, CAM, CF, CM",1
Y. Boli,ST,"ST, CB, CAM, CF, CM",1
F. Lértora,CDM,"CDM, CB, RB, LB, CAM",1
Diego Ângelo,CB,"CB, RB, LB, CM, CDM",1
S. Żurkowski,CM,"CM, CDM, RB, LB, CB",1
G. Escobar,LB,"LB, RB, CM, LWB, RWB",1
Paulao Junqueiras,ST,"ST, LW, CAM, CF, CM",1
S. Sáez,ST,"ST, LW, RW, CF, CAM",1
A. Briseño,CB,"CB, CDM, LB, RB, ST",1
Bruno Uvini,CB,"CB, CAM, CDM, CF, CM",1
S. Barreiro,CB,"CB, LB, CAM, CDM, CF",1
Luís Leal,ST,"ST, RM, CAM, CF, CM",1
J. Correa,ST,"ST, CM, CF, LM, CB",1
G. Angella,CB,"CB, RB, CAM, CF, CM",1
D. Martínez,RB,"RB, LB, CDM, LM, CB",1
Simy,ST,"ST, LW, CAM, CF, CM",1
L. Ardente,GK,"GK, CB, CAM, CDM, CF",1
E. Jakupović,GK,"GK, CB, CAM, CDM, CF",1
C. Pantilimon,GK,"GK, CB, CAM, CDM, CF",1
A. Silva,GK,"GK, CB, CAM, CDM, CF",1
R. Métanire,RB,"RB, LB, RWB, CDM, CF",1
D. Zabala,RM,"ST, RM, CAM, LW, LM",0
M. Erdinç,ST,"ST, RM, CAM, CF, CM",1
O. Gonzalez,CB,"CB, CAM, CDM, CF, CM",1
D. Čop,ST,"ST, CB, CAM, CF, CM",1
D. Morales,CAM,"CAM, LM, ST, LW, RW",1
M. Rosenberg,ST,"ST, CAM, LM, CF, CM",1
Su Boyang,GK,"GK, CB, CAM, CDM, CF",1
D. Gonzo,RM,"RM, ST, CAM, LM, LW",1
G. Zusi,RB,"RB, CM, CDM, LB, CB",1
Claiton,CB,"CB, CAM, CDM, CF, CM",1
D. Vavro,CB,"CB, CDM, LB, CM, RB",1
O. Nyland,GK,"GK, CB, CAM, CDM, CF",1
Domingos Duarte,CB,"CB, CAM, CDM, CF, CM",1
A. Aguerre,GK,"GK, CB, CAM, CDM, CF",1
Àngel Rangel,RB,"RB, LB, CM, CB, CDM",1
C. Borja,LB,"LB, RB, CM, RWB, CDM",1
T. Romanczuk,CDM,"CDM, CM, RB, LB, CB",1
E. Koulouris,ST,"ST, RM, LW, CM, CDM",1
B. van Leer,GK,"GK, CB, CAM, CDM, CF",1
S. Perica,ST,"ST, CB, CAM, CF, CM",1
R. Danzé,RB,"RB, CDM, CB, CM, LB",1
R. McCormack,ST,"ST, CAM, RM, LW, LM",1
F. Díaz,LB,"LB, RB, CDM, CB, CM",1
S. Decarli,CB,"CB, CAM, CDM, CF, CM",1
Florentino Luís,CDM,"CDM, CB, LB, CM, RB",1
K. Diks,RB,"RB, CB, LB, CDM, CAM",1
Orlando Sá,ST,"ST, CB, CAM, CF, CM",1
C. González,ST,"ST, CB, CAM, CF, CM",1
Angulo,ST,"ST, LM, CAM, CF, CM",1
Joselu,ST,"ST, RM, CAM, LB, LM",1
D. Arslanagic,CB,"CB, CAM, CDM, CF, CM",1
J. Omlin,GK,"GK, CB, CAM, CDM, CF",1
Pablo Marí,CB,"CB, CDM, CAM, CF, CM",1
L. Abecasis,RB,"RB, LB, LWB, CDM, CF",1
R. Wolf,GK,"GK, CB, CAM, CDM, CF",1
D. Kuciak,GK,"GK, CB, CAM, CDM, CF",1
Kiko Olivas,CB,"CB, CDM, CM, CAM, CF",1
F. Romagna,CB,"CB, RB, CAM, CF, CM",1
S. Koroki,ST,"ST, CAM, CF, LW, CM",1
E. Martínez,GK,"GK, CB, CAM, CDM, CF",1
Montoro,CDM,"CDM, CM, RB, RM, LB",1
Alberto,GK,"GK, CB, CAM, CDM, CF",1
P. Crouch,ST,"ST, RM, LW, LM, CAM",1
T. Lawrence,LW,"RM, CAM, ST, LW, LM",0
V. Belec,GK,"GK, CB, CAM, CDM, CF",1
Pau Torres,CB,"CB, CDM, LB, CAM, CF",1
B. Johnsen,ST,"ST, CB, CAM, CF, CM",1
Rafa Soares,LB,"LB, RB, CM, CDM, CB",1
J. Nsame,ST,"ST, CB, CAM, CF, CM",1
P. Djilobodji,CB,"CB, CDM, CM, LB, CAM",1
K. Bartley,CB,"CB, CAM, CDM, CF, CM",1
C. Peralta,ST,"ST, LM, CAM, CF, CM",1
D. Buitrago,CAM,"CAM, RM, ST, LW, LM",0
G. Lux,GK,"GK, CB, CAM, CDM, CF",1
D. Maietta,CB,"CB, CAM, CDM, CF, CM",1
K. Saief,LM,"CM, RM, CAM, LM, LB",0
L. Ayling,RB,"RB, LB, CB, CDM, CAM",1
Rômulo Calsede,ST,"ST, CB, CAM, CF, CM",1
Enzo Merques,LB,"LB, RB, CM, CDM, CB",1
B. Assombalonga,ST,"ST, CAM, CB, CF, CM",1
S. Alakouch,RB,"RB, LB, CDM, CM, CB",1
João Aurélio,RB,"RB, CM, LB, CDM, CB",1
M. Hawsawi,CB,"CB, RM, CAM, CF, CM",1
M. Andreolli,CB,"CB, CAM, CDM, CF, CM",1
T. Ouwejan,LB,"LB, RB, CM, CDM, CB",0
M. Pongračić,CB,"CB, CDM, RB, CF, CM",1
S. Rosted,CB,"CB, CM, RB, CDM, LB",1
L. Castro,ST,"ST, LM, RM, RW, CAM",1
T. Lees,CB,"CB, CDM, RB, CF, CM",1
S. Armenteros,ST,"ST, LW, CAM, CF, CM",1
Zeng Cheng,GK,"GK, CB, CAM, CDM, CF",1
Lee Chang Min,CM,"CM, CDM, CAM, LB, ST",1
N. Bendtner,ST,"ST, CB, CAM, CF, CM",1
Pedro Nuno,CAM,"CAM, RM, LM, ST, LW",1
M. Flekken,GK,"GK, CB, CAM, CDM, CF",1
A. Ba,CB,"CB, CAM, CDM, CF, CM",1
J. Schunke,CB,"CB, CDM, CAM, CF, CM",1
R. Nelson,RW,"RW, RM, LM, LW, CAM",1
Sandelas Júnior,CDM,"CDM, CB, LB, CM, CAM",1
V. Granat,CB,"CB, RB, CDM, LB, CM",1
A. Mendy,ST,"ST, CB, CAM, CF, CM",1
F. Ceccherini,CB,"CB, GK, CAM, CDM, CF",1
O. El Hajjam,RB,"RB, LB, CB, CM, LWB",1
Patric,RB,"RB, LB, CDM, CB, CM",1
L. Landre,CB,"CB, CDM, RB, CM, CAM",1
T. Huddlestone,CDM,"CDM, CM, CB, CAM, LB",1
A. Jóhannsson,ST,"ST, CM, CAM, LM, RM",1
J. Lucero,ST,"ST, LW, LM, CF, CAM",1
E. Mulder,GK,"GK, CB, CAM, CDM, CF",1
Jon Bautista,ST,"ST, LM, RM, CF, CAM",1
B. Kayal,CM,"CM, CDM, RB, CB, CF",1
K. Omeruo,CB,"CB, CDM, LB, RB, CAM",1
R. Koolwijk,CDM,"CDM, RB, CM, CB, LB",0
J. Drobný,GK,"GK, CB, CAM, CDM, CF",1
J. Pohjanpalo,ST,"ST, CB, CAM, CF, CM",1
A. Gunn,GK,"GK, CB, CAM, CDM, CF",1
D. Siovas,CB,"CB, CDM, CM, LB, CAM",1
V. Jovanović,CB,"CB, CDM, LB, CM, RB",1
N. Karelis,ST,"ST, RM, LM, LW, CAM",1
Laure,RB,"RB, LB, CDM, CM, CB",1
S. Wuytens,CB,"CB, CDM, CM, LB, RB",1
S. Prediger,CDM,"CDM, CB, LB, RB, CM",1
G. Guruceaga,GK,"GK, CB, CAM, CDM, CF",1
F. Melchiorri,ST,"ST, RM, CAM, CF, CM",1
G. Zardes,ST,"ST, RM, CDM, RB, LM",1
F. Bardi,GK,"GK, CB, CAM, CDM, CF",1
V. Manceau,RB,"RB, LB, CDM, CM, CB",1
J. Fleck,CM,"CM, LB, RB, RM, CDM",1
Paolito Serra,CB,"CB, CDM, LB, CAM, CF",1
Ailton,LB,"LB, RB, CB, CDM, CF",1
T. Kaminski,GK,"GK, CB, CAM, CDM, CF",1
D. Ćaleta-Car,CB,"CB, CDM, LB, RB, CAM",1
T. Heurtaux,CB,"CB, RB, CAM, CF, CM",1
D. Ba,ST,"ST, CAM, LM, LB, RM",1
Bobô,ST,"ST, CB, CAM, CF, CM",1
L. Pocrnjic,GK,"GK, CB, CAM, CDM, CF",1
J. Barroso,CB,"CB, CM, CDM, LB, RB",1
G. Jara,CB,"CB, CDM, RB, LB, CM",1
I. Köybaşı,LB,"LB, RB, CM, RM, CB",1
B. Sharp,ST,"ST, CM, CAM, CDM, CF",1
K. Rezaei,ST,"ST, CB, CAM, CF, CM",1
J. Uronen,LB,"LB, RB, CM, CDM, CB",1
T. Leistner,CB,"CB, CDM, CAM, CF, CM",1
Juanfran,RB,"RB, LB, CM, CDM, RM",1
B. Bianchi,CB,"CB, CDM, LB, CAM, CF",1
Caio Secco,GK,"GK, CB, CAM, CDM, CF",1
J. Elez,CB,"CB, CDM, RB, CM, LB",1
D. Heuer Fernandes,GK,"GK, CB, CAM, CDM, CF",1
M. Bettinelli,GK,"GK, CB, CAM, CDM, CF",1
Unai Simón,GK,"GK, CB, CAM, CDM, CF",1
N. Isimat-Mirin,CB,"CB, CAM, CDM, CF, CM",1
Gonçalo Silva,CB,"CB, CDM, CAM, CF, CM",1
Wallace,CB,"CB, CDM, CAM, CF, CM",1
C. Rigamonti,GK,"GK, CB, CAM, CDM, CF",1
R. Genevois,CB,"CB, RB, LB, CDM, CF",1
Douglas,ST,"ST, CB, CAM, CF, CM",1
J. Herrera,GK,"GK, CB, CAM, CDM, CF",1
Aleix García,CM,"CM, CAM, LB, LM, RM",1
Dani Giménez,GK,"GK, CB, CAM, CDM, CF",1
O. Kucher,CB,"CB, CDM, CM, RM, CAM",1
V. Wormgoor,CB,"CB, CDM, CAM, CF, CM",1
N. Penneteau,GK,"GK, CB, CAM, CDM, CF",1
Edgar Badía,GK,"GK, CB, CAM, CDM, CF",1
W. Trapp,CDM,"CDM, CM, LB, RB, CB",1
K. Adénon,CB,"CB, CDM, RB, CF, CM",1
S. Simič,CB,"CB, LB, RB, CDM, CF",1
I. Arboleda,GK,"GK, CB, CAM, CDM, CF",1
L. Díaz,LM,"LM, ST, RM, CAM, CM",1
B. Wood,ST,"ST, RM, LM, LW, RB",1
M. Klich,CM,"CM, CAM, CDM, RM, CB",1
J. Leca,GK,"GK, CB, CAM, CDM, CF",1
M. Wagué,CB,"CB, CAM, CDM, CF, CM",1
Nivo Serpinho,GK,"GK, CB, CAM, CDM, CF",1
R. Sigurðsson,CB,"CB, CDM, CAM, CF, CM",1
F. Tobio,CB,"CB, LB, CAM, CDM, CF",1
Pierrino Faria,GK,"GK, CB, CAM, CDM, CF",1
João Talocha,LB,"RB, LB, CDM, CB, CAM",0
N. Skubic,RB,"RB, LB, CM, CDM, CB",1
W. Montillo,CAM,"CAM, CM, LW, RM, RW",1
W. Hahn,GK,"GK, CB, CAM, CDM, CF",1
Y. Asad,LM,"CM, CAM, LB, LM, LW",0
P. Ankersen,RB,"RB, LB, CM, RWB, CDM",1
D. Biraschi,CB,"CB, LB, CDM, RB, CAM",1
F. Monetti,GK,"GK, CB, CAM, CDM, CF",1
H. Kaldırım,LB,"LB, RB, CDM, CM, RWB",1
A. Hruška,GK,"GK, CB, CAM, CDM, CF",1
R. Elm,CM,"CM, CAM, CDM, RB, LM",1
A. Baumjohann,CAM,"CAM, ST, LM, RM, LW",1
T. Letschert,CB,"CB, LB, RB, CDM, LM",1
A. Behich,LB,"LB, RB, CM, CDM, CAM",1
N. Lombaerts,CB,"CB, CAM, CDM, CF, CM",1
Frederico Venâncio,CB,"CB, ST, CAM, CF, CM",1
Calero,CB,"CB, RB, CM, CDM, CAM",1
F. Lucioni,CB,"CB, CDM, CAM, CF, CM",1
F. Đorđević,ST,"ST, LM, CM, RB, CDM",1
L. Ulloa,ST,"ST, CAM, CM, CDM, CB",1
C. Goldson,CB,"CB, CAM, CDM, CF, CM",1
M. Borjan,GK,"GK, CB, CAM, CDM, CF",1
A. Ujah,ST,"ST, CB, CAM, CF, CM",1
A. Traoré,LB,"RB, LB, CM, LM, CB",1
A. Luthe,GK,"GK, CB, CAM, CDM, CF",1
M. Mitrović,CB,"CB, CDM, CM, RB, CAM",1
B. Guzan,GK,"GK, CB, CAM, CDM, CF",1
F. Hinestroza,LM,"LM, RM, ST, CAM, RB",0
M. Poundjé,LB,"LB, RB, CM, CDM, CB",1
S. Dimitrievski,GK,"GK, CB, CAM, CDM, CF",1
O. Edouard,ST,"ST, LM, CAM, RM, CF",1
P. Nardi,GK,"GK, CB, CAM, CDM, CF",1
